apn,recordid,busdesc,b1_per_sub_type,dba,naics,tax_code,employee_num,bus_own_type,b1_business_name,b1_address1,b1_city,b1_state,b1_zip,b1_contact_type,b1_full_address,b1_situs_city,b1_situs_state,b1_situs_zip
063 297605702,BL-045052,RES. RENTAL-4 UNITS,Rental of Real Property,HOBBET ANNA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,HOBBET ANNA,6001 SHELLMOUND ST STE 825,EMERYVILLE,CA,946081962,Business Owner,971 HILLDALE AVE,BERKELEY,CA,94708
052 157305102,BL-045065,DENTAL PRACTICE,Professional SemiProfessional,PRIYADARSINI OCALLAGHAN DDS,621210 - Offices of Dentists,P,3,Corporation,PRIYADARSINI OCALLAGHAN DDS,2999 REGENT ST STE 727,BERKELEY,CA,94705,Business Owner,2999 REGENT ST,BERKELEY,CA,94705
059 226001200,BL-045068,RETAIL HANDBAG,Retail Trade,BAMBOO BAG,448150 - Clothing Accessories Stores,R,0,Sole Ownership,BAMBOO BAG,1540 WALNUT ST,BERKELEY,CA,94709-1513,Business Owner,1540 WALNUT ST,BERKELEY,CA,94709
058 214500113,BL-045076,PRESCHOOL,Professional SemiProfessional,CEDAR CREEK MONTESSORI SCHOOL,624110 - Child and Youth Services,P,5,Corporation,CEDAR CREEK MONTESSORI SCHOOL,1600 SACRAMENTO ST,BERKELEY,CA,94702 125,Business Owner,1600 SACRAMENTO ST,BERKELEY,CA,94702
055 188802700,BL-045080,RES. RENTAL - 19 UNITS,Rental of Real Property,LAKIREDDY PRASAD,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LAKIREDDY PRASAD,2319 SHATTUCK AVE # A,BERKELEY,CA,94704,Business Owner,2236 CHANNING WAY,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045088,ROOFING CONTRACTOR,Construction or Contractor,BIGHAM-TAYLOR ROOFING CORP,238160 - Roofing Contractors,C,5,Corporation,BIGHAM-TAYLOR ROOFING CORP,22721 ALICE STREET,HAYWARD,CA,94541,Business Owner,0 VARIOUS,BERKELEY,CA,94704
059 228605600,BL-045113,ELECTRICAL CONTRACTOR,Construction or Contractor,CAZDEN ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,Sole Ownership,CAZDEN ELECTRIC,1361 CEDAR ST,BERKELEY,CA,94702,Business Owner,1361 CEDAR ST,BERKELEY,CA,94702
055 185101000,BL-045122,FRATERNITY HOUSING,Non Profit Organizations,PI ALPHA PHI ALUMNI ASSOC,721310 - Rooming and Boarding Houses,N,0,Corporation,PI ALPHA PHI ALUMNI ASSOC,PO BOX 6688,MORAGA,CA,94570,Business Owner,2534 WARRING ST,BERKELEY,CA,94704
054 174703300,BL-045125,COMPUTER SALES & REPAIR,Retail Trade,AREA COMPUTER AND SERVICE CTR,443120,R,0,Sole Ownership,AREA COMPUTER AND SERVICE CTR,226 HANOVER ST,SAN FRANCISCO,CA,94112-4350,Business Owner,2703 SEVENTH St,BERKELEY,CA,94710
056 193602500,BL-045127,RES. RENTAL - 8 UNITS,Rental of Real Property,KHOSHNIAT-RAD HOSSIEN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,KHOSHNIAT-RAD HOSSIEN,2818 ENCINA CAMINO,WALNUT CREEK,CA,94598,Business Owner,2429 EIGHTH ST,BERKELEY,CA,94710
054 177800101,BL-045136,FINE ART PAINTINGS,Professional SemiProfessional,YOUR TRUE GREETINGS,541430 - Graphic Design Services,P,0,Sole Ownership,YOUR TRUE GREETINGS,2547 EIGHTH ST STE 37,BERKELEY,CA,94710,Business Owner,2547 EIGHTH St,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-045144,PLUMBING & HVAC CONTRACTOR,Construction or Contractor,JW MCCLENAHAN CO INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,200,Corporation,JW MCCLENAHAN CO INC,2301 PALM AVE,SAN MATEO,CA,94403-1816,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 186601100,BL-045147,FRATERNITY,Non Profit Organizations,ALPHA XI BUILDING ASSOCIATION,721310 - Rooming and Boarding Houses,N,0,Corporation,ALPHA XI BUILDING ASSOCIATION,838 5TH ST APT 8,SANTA MONICA,CA,90403,Business Owner,2425 PIEDMONT AVE,BERKELEY,CA,94704
055 183701700,BL-045153,ROOMING HOUSE,Rental of Real Property,CHAN FAITH,721310 - Rooming and Boarding Houses,L,0,Sole Ownership,CHAN FAITH,2756 SUMMIT DR,HILLSBOROUGH,CA,94010,Business Owner,2540 CHILTON WAY,BERKELEY,CA,94704
058 216802300,BL-045163,RENTAL PROPERTY  3 UNITS,Rental of Real Property,SUN LIHUA & LI XIAOYUAN,531110 - Lessors of Residential Buildings and Dwellings,L,3,Partnership,SUN LIHUA & LI XIAOYUAN,65 SOUTHAMPTON AVE,BERKELEY,CA,94707-2034,Business Owner,1810 FRANCISCO ST,BERKELEY,CA,94703
055 188701200,BL-045170,RESIDENTAL RENTAL 6 UNITS,Rental of Real Property,FANG & KUANG INVESTMENT LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,FANG & KUANG INVESTMENT LLC,3483 IRONWOOD DR,SAN RAMON,CA,94582-5475,Business Owner,2201 CHANNING WAY,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045183,LANDSCAPE CONTRACTOR,Construction or Contractor,WATERSPROUT INC,"238190 - Other Foundation, Structure, and Building Exterior Contractors",C,6,Corporation,WATERSPROUT INC,940 ARLINGTON AVE #6,OAKLAND,CA,946082709,Business Owner,0 VARIOUS,BERKELEY,CA,94704
057 202201304,BL-045192,URBAN PLANNING CONSULT,Professional SemiProfessional,RAIMI & ASSOCIATES,541320 - Landscape Architectural Services,P,24,Corporation,RAIMI & ASSOCIATES,1900 ADDISON ST STE 200,BERKELEY,CA,947041161,Business Owner,1900 ADDISON St,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045195,PLUMBING CONTRACTOR,Construction or Contractor,CALIFORNIA PLUMBING & RADIANT,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,7,Corporation,CALIFORNIA PLUMBING & RADIANT,2601 ADELINE ST STE 199,OAKLAND,CA,94607,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045232,VEHICLE FOR HIRE/TAXI,Auto Vehicle For Hire,YELLOW FRIENDLY MARY CAB/OWNER,485310 - Taxi Service,A,0,Sole Ownership,YELLOW FRIENDLY MARY CAB/OWNER,4040 HILLCREST RD,RICHMOND,CA,94803,Business Owner,0 VARIOUS,BERKELEY,CA,94704
061 257702601,BL-045263,BUSINESS CONSULTING,Professional SemiProfessional,CALCOTT PETER,541611 - Administrative Management and General Management Consulting Services,P,1,LLC,CALCOTT PETER,931 MENDOCINO AVE,BERKELEY,CA,947071924,Business Owner,931 MENDOCINO AVE,BERKELEY,CA,94707
060 239200100,BL-045269,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,1270-1272 GILMAN STREET LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,1270-1272 GILMAN STREET LLC,41 CHARLES HILL CIR,ORINDA,CA,94563-1901,Business Owner,1270 GILMAN ST,BERKELEY,CA,94706
053 158801600,BL-045270,RENTAL PROPERTY UNITS 4,Rental of Real Property,OPSAHL HANS,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,OPSAHL HANS,230 11TH ST APT 8,SAN FRANCISCO,CA,94103-3735,Business Owner,2927 LORINA ST,BERKELEY,CA,94705
056 195901703,BL-045272,PHOTO LAB,Retail Trade,BERKELEY GICLEE,443130,R,2,Corporation,BERKELEY GICLEE,2117 FOURTH ST B,BERKELEY,CA,94710,Business Owner,2117 FOURTH ST,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-045294,ACHITECTURAL PLANNING,Professional SemiProfessional,ARCHITECTURAL RESOURCES GROUP,541310 - Architectural Services,P,57,Corporation,ARCHITECTURAL RESOURCES GROUP,9 PIER THE EMBARCADERO STE 107,SAN FRANCISCO,CA,94111,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 186702000,BL-045299,RENTAL PROPERTY,Rental of Real Property,YOO SUK-HEE & KEUN BAE,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,YOO SUK-HEE & KEUN BAE,238 SHERIDAN RD,OAKLAND,CA,94618,Business Owner,2728 HASTE ST,BERKELEY,CA,94704
056 199100101,BL-045300,RENTAL PROPERTY,Rental of Real Property,SMITH CYNTHIA & MANMOHAN D,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SMITH CYNTHIA & MANMOHAN D,5652 DREYER PLACE,OAKLAND,CA,94619,Business Owner,2249 BONAR ST,BERKELEY,CA,94702
056 199100103,BL-045302,RENTAL PROPERTY,Rental of Real Property,SMITH CYNTHIA & MANMOHAN D,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SMITH CYNTHIA & MANMOHAN D,5652 DREYER PL,OAKLAND,CA,94619,Business Owner,2235 BONAR ST,BERKELEY,CA,94702
052 157401404,BL-045306,LABORATORY,Professional SemiProfessional,LABORATORY CORP OF AMERICA,621511 - Medical Laboratories,P,4,Corporation,LABORATORY CORP OF AMERICA,405 MAPLE AVE UNIT 411,BURLINGTON,NC,27216-0868,Business Owner,3000 COLBY ST,BERKELEY,CA,94705
057 202800400,BL-045311,PSYCHOTHERAPY,Professional SemiProfessional,STOLCKE SUSANNE,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,STOLCKE SUSANNE,2041 BANCROFT WAY STE 310,BERKELEY,CA,94704,Business Owner,2041 BANCROFT Way,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045312,LANDSCAPING CONTRACTOR,Construction or Contractor,LAZAR LANDSCAPE DESIGN & CONSTRUCTION,"238190 - Other Foundation, Structure, and Building Exterior Contractors",C,15,Corporation,LAZAR LANDSCAPE DESIGN & CONSTRUCTION,2884 ETTIE ST,EMERYVILLE,CA,94608,Business Owner,0 VARIOUS,BERKELEY,CA,94704
063 298604701,BL-045320,GARDEN DESIGN,Retail Trade,TARVER HEIDI,454111 - Electronic Shopping,R,0,Sole Ownership,TARVER HEIDI,1177 KEITH AVE,BERKELEY,CA,94708,Business Owner,1177 KEITH AVE,BERKELEY,CA,94708
ZZZZZZZZZZZZZ,BL-045336,HEATING & AC CONTRACTOR,Construction or Contractor,QUALTECH HEATING & COOLING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5,Corporation,QUALTECH HEATING & COOLING,4115 BLACKHAWK PLAZA CIR STE 100,DANVILLE,CA,94506-4616,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045344,MATERIAL HANDLING,Construction or Contractor,INDOFF INCORPORATED,238290 - Other Building Equipment Contractors,C,0,Corporation,INDOFF INCORPORATED,11816 LACKLAND RD.,SAINT LOUIS,MO,63146,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 217001700,BL-045347,GRAPHIC DESIGN,Professional SemiProfessional,RIGEL STUHMILLER LLC,541430 - Graphic Design Services,P,0,LLC,RIGEL STUHMILLER LLC,1410 CURTIS ST,BERKELEY,CA,94702 100,Business Owner,1711 M L KING JR Way,BERKELEY,CA,94709
057 203201000,BL-045354,SANDWICH SHOP,Retail Trade,SANDWICH ZONE,722211,R,2,Sole Ownership,SANDWICH ZONE,2117 SHATTUCK AVE,BERKELEY,CA,94704,Business Owner,2117 SHATTUCK AVE,BERKELEY,CA,94704
055 183500402,BL-045359,PHYSICIANS OFFICE,Professional SemiProfessional,BERKELEY FAMILY PRACTICE,621111 - Offices of Physicians (except Mental Health Specialists),P,2,Corporation,BERKELEY FAMILY PRACTICE,2636 TELEGRAPH AVE,BERKELEY,CA,94704-3373,Business Owner,2636 TELEGRAPH AVE,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045364,HVAC,Construction or Contractor,COMFY HEATING & AIR CONDITIONING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,6,Sole Ownership,COMFY HEATING & AIR CONDITIONING,1946 REPUBLIC AVE,SAN LEANDRO,CA,94577,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 183801800,BL-045367,COMMERCIAL RENTAL,Rental of Real Property,LUNDIN JANE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,LUNDIN JANE,100 BAY PL APT 1712,OAKLAND,CA,94610-4427,Business Owner,2428 DWIGHT WAY,BERKELEY,CA,94704
058 219500300,BL-045370,RES. RENTAL - 7 UNITS,Rental of Real Property,HAMID ALIREZA & SHAHID,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,HAMID ALIREZA & SHAHID,13044 BROADWAY TER,PIEDMONT,CA,94611,Business Owner,1640 EUCLID AVE,BERKELEY,CA,94709
ZZZZZZZZZZZZZ,BL-045372,PLUMBING CONTRACTOR,Construction or Contractor,ABANTE ROOTER AND PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,3,Corporation,ABANTE ROOTER AND PLUMBING INC,4 ADMIRAL DR 339,emeryville,CA,94608,Business Owner,0 VARIOUS,BERKELEY,CA,94704
057 211500601,BL-045375,RESTAURANT,Retail Trade,CAFE M,722211,R,25,Corporation,CAFE M,1799 FOURTH ST STE F,BERKELEY,CA,94710,Business Owner,1799 FOURTH ST,BERKELEY,CA,94710
056 200300700,BL-045402,RENTAL PROPERTY,Rental of Real Property,PARAMESWARAN MAHALAKSHMI,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,PARAMESWARAN MAHALAKSHMI,1535 ADDISON ST,BERKELEY,CA,94703,Business Owner,1535 ADDISON ST,BERKELEY,CA,94703
055 182800400,BL-045403,DESIGNS SERVICES,Professional SemiProfessional,LEHRER DESIGN,541430 - Graphic Design Services,P,1,Partnership,LEHRER DESIGN,2251 CARLETON ST,BERKELEY,CA,94704,Business Owner,2251 CARLETON St,BERKELEY,CA,94704
054 174504404,BL-045405,RENTAL PROPERTY,Rental of Real Property,JANA OLSON & ROGER CARR,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,JANA OLSON & ROGER CARR,2743 NINTH ST,BERKELEY,CA,94710,Business Owner,2741 NINTH ST,BERKELEY,CA,94710
053 169601500,BL-045408,CONVENIENCE STORE,Retail Trade,7-ELEVEN STORE 16192E,445120 - Convenience Stores,R,10,Sole Ownership,7-ELEVEN STORE 16192E,PO BOX 139044,DALLAS,TX,75313,Business Owner,2887 COLLEGE AVE,BERKELEY,CA,94705
057 202901300,BL-045410,COMMERCIAL RENTAL,Rental of Real Property,2110 KITTREDGE LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,2110 KITTREDGE LLC,21 LOCUST AVE STE 1,MILL VALLEY,CA,94941-2852,Business Owner,2110 KITTREDGE ST,BERKELEY,CA,94704
052 151801600,BL-045421,RES. RENTAL - 3 UNITS,Rental of Real Property,HANNAH KAT,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,HANNAH KAT,5939 181A ST,SURREY,BC,V3S 4T3,Business Owner,1301 ALCATRAZ AVE,BERKELEY,CA,94702
058 217003000,BL-045422,COSTUME JEWELRY,Retail Trade,RE WARD INC,448150 - Clothing Accessories Stores,R,1,Corporation,RE WARD INC,1919 FRANCISCO ST,BERKELEY,CA,94709,Business Owner,1919 FRANCISCO ST,BERKELEY,CA,94709
060 235102100,BL-045427,MOTION PICTURE CAMERA,Business Personal Repair Svs,CHATER CAMERA INC,532490 - Other Commercial and Industrial Machinery and Equipment Rental and Leasing,B,5,Corporation,CHATER CAMERA INC,1336 9TH ST,BERKELEY,CA,947101503,Business Owner,1336 NINTH ST,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-045428,GENERAL CONTRACTOR,Construction or Contractor,D & E CONSTRUCTION,236118 - Residential Remodelers,C,2,Sole Ownership,D & E CONSTRUCTION,1930 PULLMAN ST,SAN PABLO,CA,94806-3720,Business Owner,0 VARIOUS,BERKELEY,CA,94704
060 245302600,BL-045429,LIFE SCIENCE CONSULTING,Professional SemiProfessional,S GREENBERG STAT CONST LLC,541690 - Other Scientific and Technical Consulting Services,P,1,LLC,S GREENBERG STAT CONST LLC,1312 HENRY ST,BERKELEY,CA,947091929,Business Owner,1312 HENRY St,BERKELEY,CA,94709
053 169601700,BL-045433,RESIDENTAL RENTAL,Rental of Real Property,2817 COLLEGE AVENUE LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,2817 COLLEGE AVENUE LLC,2855 TELEGRAPH AVE STE 310,BERKELEY,CA,94705-1129,Business Owner,2817 COLLEGE AVE,BERKELEY,CA,94705
055 187101100,BL-045438,RENTAL PROPERTY - ROOMING HOUSE (33 UNITS),Rental of Real Property,YEE FAY & DAVID,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEE FAY & DAVID,1739 BERKELEY WAY,BERKELEY,CA,94703-1505,Business Owner,2605 DURANT AVE,BERKELEY,CA,94704
057 202300400,BL-045456,COMMERCIAL RENTAL,Rental of Real Property,BOLLIBOKKA SHATTUCK LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,BOLLIBOKKA SHATTUCK LLC,PO BOX 19068,IRVINE,CA,92623-9068,Business Owner,2140 SHATTUCK AVE,BERKELEY,CA,94704
055 188901600,BL-045457,RENTAL 6 ROOMS (U1),Rental of Real Property,ZSILAVETZ LINDA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,ZSILAVETZ LINDA,2815 FOREST AVE,BERKELEY,CA,94705-1308,Business Owner,2210 HASTE ST,BERKELEY,CA,94704
060 245503805,BL-045460,PET TRAINER EDUCATION,Business Personal Repair Svs,CENTER FOR APPLIED ANIMAL,812910 - Pet Care (except Veterinary) Services,B,15,Corporation,CENTER FOR APPLIED ANIMAL,673 65TH ST,OAKLAND,CA,94609-1036,Business Owner,1301 SHATTUCK AVE,BERKELEY,CA,94709
057 203000100,BL-045471,COMMERCIAL RENTAL,Rental of Real Property,2108 ALLSTON LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,2108 ALLSTON LLC,21 LOCUST AVE STE 1,MILL VALLEY,CA,94941 285,Business Owner,2108 ALLSTON WAY,BERKELEY,CA,94704
055 187601200,BL-045472,COMMERCIAL RENTAL,Rental of Real Property,2369 TELEGRAPH LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,2369 TELEGRAPH LLC,21 LOCUST AVE STE 1,MILL VALLEY,CA,94941-2852,Business Owner,2369 TELEGRAPH AVE,BERKELEY,CA,94704
059 225601801,BL-045475,RES. RENTAL - 15 UNITS,Rental of Real Property,1555 OXFORD LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,1555 OXFORD LLC,2115 KALA BAGAI WAY,BERKELEY,CA,94704-2693,Business Owner,1555 OXFORD ST,BERKELEY,CA,94709
060 245505000,BL-045484,RENTAL PROPERTY,Rental of Real Property,KAE PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,KAE PROPERTIES LLC,1335 SHATTUCK AVE,BERKELEY,CA,94709,Business Owner,1335 SHATTUCK AVE,BERKELEY,CA,94709
052 156706600,BL-045492,COSMETIC BEAUTY RETAIL,Retail Trade,100% PURE ORGANIC APOTHECARY,"446120 - Cosmetics, Beauty Supplies, and Perfume Stores",R,3,Corporation,100% PURE ORGANIC APOTHECARY,2221 Oakland Road,San Jose,CA,95131,Business Owner,2983 COLLEGE AVE,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-045504,ELECTRIC CONTRACTOR,Construction or Contractor,EMCO ELECTRIC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,6,Corporation,EMCO ELECTRIC,1511 M SYCAMORE AVE #220,HERCULES,CA,94547,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 220902200,BL-045506,GRAPHIC DESIGN CONSULTING,Professional SemiProfessional,ANDREW M HARTH,541430 - Graphic Design Services,P,1,Sole Ownership,ANDREW M HARTH,1675 LE ROY AVE,BERKELEY,CA,94709,Business Owner,1675 LE ROY AVE,BERKELEY,CA,94709
056 199702700,BL-045509,RESIDENTIAL RENTAL-10 UNITS (U1),Rental of Real Property,GARCIA MARY & RODRIGUEZ CESAR,531110 - Lessors of Residential Buildings and Dwellings,L,0,,GARCIA MARY & RODRIGUEZ CESAR,2142 SACRAMENTO ST,BERKELEY,CA,94702,Business Owner,2142 SACRAMENTO ST,BERKELEY,CA,94702
055 185001300,BL-045510,RES. RENTAL - 8 UNITS,Rental of Real Property,CRAWFORD CUBIE & ZELTE JR,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,CRAWFORD CUBIE & ZELTE JR,626 El Camino Real,San Carlos,CA,94070,Business Owner,2727 PARKER ST,BERKELEY,CA,94704
058 219504300,BL-045517,CONSULTANT,Professional SemiProfessional,TSACONAS HELLA,541611 - Administrative Management and General Management Consulting Services,P,0,Sole Ownership,TSACONAS HELLA,1625 SCENIC AVE,BERKELEY,CA,947091313,Business Owner,1625 SCENIC AVE,BERKELEY,CA,94709
058 219800700,BL-045538,RES. RENTAL - 29 UNITS,Rental of Real Property,2559 LE CONTE LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,2559 LE CONTE LLC,2115 KALA BAGAI WAY,BERKELEY,CA,94704-2693,Business Owner,2559 LE CONTE AVE,BERKELEY,CA,94709
055 187000101,BL-045540,FRATERNITY NON-PROFIT,Non Profit Organizations,CALIFORNIA ALUMNI OF D.K.E.,813410 - Civic and Social Organizations,N,0,Corporation,CALIFORNIA ALUMNI OF D.K.E.,PO BOX 6688,MORAGA,CA,94570,Business Owner,2302 PIEDMONT AVE,BERKELEY,CA,94704
052 157408600,BL-045541,DENTIST,Professional SemiProfessional,"HELEN THAI, DMD INC",621210 - Offices of Dentists,P,8,Corporation,"HELEN THAI, DMD INC",2426 WEBSTER ST,BERKELEY,CA,94705,Business Owner,3031 TELEGRAPH AVE,BERKELEY,CA,94705
052 152400700,BL-045542,COMMERCIAL RENTAL,Rental of Real Property,VLAZAKIS GEORGE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Partnership,VLAZAKIS GEORGE,225 BRUSH ST,OAKLAND,CA,94607-3009,Business Owner,3400 ADELINE St,BERKELEY,CA,94703
056 191905200,BL-045558,BEAUTY SALON,Business Personal Repair Svs,VIKA BEAUTY SALON,812112 - Beauty Salons,B,1,Sole Ownership,VIKA BEAUTY SALON,2442 SACRAMENTO ST,BERKELEY,CA,94702-2130,Business Owner,2442 SACRAMENTO ST,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-045570,ELECTRICAL CONTRACTOR,Construction or Contractor,WIRENUT ELECTRIC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Sole Ownership,WIRENUT ELECTRIC,456 25TH AVE # 2,SAN FRANCISCO,CA,94121-1914,Business Owner,0 VARIOUS,BERKELEY,CA,94704
057 208603000,BL-045575,GROCERY & LIQUOR STORE,Retail Trade,BING'S LIQUOR,"445310 - Beer, Wine, and Liquor Stores",R,2,Sole Ownership,BING'S LIQUOR,3409 LAKE ARROWHEAD AVE,FREMONT,CA,94555-1067,Business Owner,1801 SAN PABLO AVE,BERKELEY,CA,94702
057 208602903,BL-045581,COMMERCIAL RENTAL,Rental of Real Property,BURNS GOODMAN LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,BURNS GOODMAN LLC,1819 SAN PABLO AVE,BERKELEY,CA,94702,Business Owner,1819 SAN PABLO AVE,BERKELEY,CA,94702
057 206200501,BL-045597,ORG DEVELOPMENT CONSULT,Professional SemiProfessional,DOWNS PAUL,541611 - Administrative Management and General Management Consulting Services,P,1,Sole Ownership,DOWNS PAUL,1912 GRANT ST,BERKELEY,CA,94703,Business Owner,1912 GRANT ST,BERKELEY,CA,94703
055 182200201,BL-045604,HAIR SALON,Business Personal Repair Svs,LILI HAIR SALON,812112 - Beauty Salons,B,2,Sole Ownership,LILI HAIR SALON,2510 SHATTUCK AVE,BERKELEY,CA,94704-2722,Business Owner,2510 SHATTUCK AVE,BERKELEY,CA,94704
053 158702001,BL-045613,"RES. 10 UNITS, 2 COMM",Rental of Real Property,CHENG FANGJUAN,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,CHENG FANGJUAN,19538 YUMA ST,CASTRO VALLEY,CA,94546-3241,Business Owner,2110 ASHBY AVE,BERKELEY,CA,94705
054 170700500,BL-045623,RES. RENTAL - 11 UNITS,Rental of Real Property,BERKOWITZ MICHAEL,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,BERKOWITZ MICHAEL,143 TUNNEL RD,BERKELEY,CA,94705-2839,Business Owner,2763 GARBER ST,BERKELEY,CA,94705
057 209901800,BL-045648,MUSEUMS CONSULTANT,Professional SemiProfessional,INDEPENDENT EXHIBITIONS,561520 - Tour Operators,P,1,Sole Ownership,INDEPENDENT EXHIBITIONS,1824 5TH ST,BERKELEY,CA,94710-1915,Business Owner,1278 CAMPUS DR,BERKELEY,CA,94708
053 159300700,BL-045649,GRAPHIC DESIGN,Business Personal Repair Svs,SHOW & TELL DESIGN,541430 - Graphic Design Services,B,0,Sole Ownership,SHOW & TELL DESIGN,2025 ESSEX ST,BERKELEY,CA,94703,Business Owner,2025 ESSEX ST,BERKELEY,CA,94703
ZZZZZZZZZZZZZ,BL-045651,ELECTRICAL CONTRACTOR,Construction or Contractor,MARC DEMARCO ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,Sole Ownership,MARC DEMARCO ELECTRIC,1033 CHANNING WAY,BERKELEY,CA,94710,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 184402200,BL-045652,RES. RENTAL - 8 UNITS,Rental of Real Property,UNIQUE HOUSING LLC,531110 - Lessors of Residential Buildings and Dwellings,L,4,LLC,UNIQUE HOUSING LLC,PO BOX 5453,BERKELEY,CA,94705,Business Owner,2635 HILLEGASS AVE,BERKELEY,CA,94704
058 218103000,BL-045654,RES. RENTAL - 21 UNITS,Rental of Real Property,CLAHAN DAVID & MASAMI,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,CLAHAN DAVID & MASAMI,PO Box 3008,Berkeley,CA,94703,Business Owner,1749 OXFORD ST,BERKELEY,CA,94709
053 161202000,BL-045657,COMMERCIAL RENTAL,Rental of Real Property,CLAHAN DAVID & MASAMI,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,3,LLC,CLAHAN DAVID & MASAMI,PO BOX 3008,BERKELEY,CA,94703,Business Owner,1500 ASHBY AVE,BERKELEY,CA,94703
059 227000100,BL-045662,RENTAL PROPERTY,Rental of Real Property,DI COSTANZO AMY,531110 - Lessors of Residential Buildings and Dwellings,L,2,Partnership,DI COSTANZO AMY,1710 SONOMA AVE,BERKELEY,CA,94707,Business Owner,1824 ROSE ST,BERKELEY,CA,94703
054 180002300,BL-045680,INDEPENDENT PERFORMER,Entertainment Recreation,ARMENTROUT MARY,"711510 - Independent Artists, Writers, and Performers",E,1,Sole Ownership,ARMENTROUT MARY,1518 BLAKE ST,BERKELEY,CA,94703,Business Owner,23 HILLSIDE CT,BERKELEY,CA,94704
055 185304102,BL-045680,INDEPENDENT PERFORMER,Entertainment Recreation,ARMENTROUT MARY,"711510 - Independent Artists, Writers, and Performers",E,1,Sole Ownership,ARMENTROUT MARY,1518 BLAKE ST,BERKELEY,CA,94703,Business Owner,23 HILLSIDE CT,BERKELEY,CA,94704
