"File Date","Status","Record Number","Record Type","Address","Description","Short Notes",
"06/04/2026","Permit Issued","RE2601381","(RE) - Electrical - 1 & 2 Unit Residential (Building)","6025 ROCKRIDGE BLVD, Oakland CA 94618","New Installation of 50 amp circuit for Level 2 EV Charger installed approximately 5ft from 200 amp main panel on the exterior wall.",,
"06/04/2026","Permit Issued","RE2601379","(RE) - Electrical - 1 & 2 Unit Residential (Building)","4131 CULVER ST, Oakland CA 94619","rewire for the bedroom, living room and dining room around 20 outlets",,
"06/04/2026","Inspections - In Progress","SL2601097","(SL) - Sewer Lateral (OPW)","747 52ND ST, Oakland CA 94609","Sewer Lateral: Abandonment of lateral L1.1 (25ft in length). Repair/replace building sewer ON PROPERTY ONLY. SL & X required beyond PL. Overflow device may be needed. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. USA # and date must be provided in order to have a permit issued. Permit valid for 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov USA # 2026-0504-024-99-000",,
"06/04/2026","Permit Issued","SEA2600514","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","1145 62ND AVE, Oakland CA 94621","7.2 KW DC (16) Panels Roof Mount PV system with (1) ESS.",,
"06/04/2026","Permit Issued","LBP2600101","(LBP) - Lead Based Paint (Building)","977 61ST ST, Oakland CA 94608","Remove any loose lead base paint, clean and apply primer.  Work and complete sections defined by single scaffolding section.  Finished paint surface applied post renovation / remodel.",,
"06/04/2026","Complete","BW26001723","(BW) - Building Worksheet (Building)","200 FAIRMOUNT AVE, Oakland CA 94611","Repair in Kind fire damage at 6 units located on 250 Fairmont AvenueUnits 112, 116, 214, 218, 314 & 318 to abate Code enforcement CE#2602135",,
"06/04/2026","Pending - Incomplete","BW26001728","(BW) - Building Worksheet (Building)","6670 SOBRANTE RD, Oakland CA 94611","MASTER BATHROOM REMODELWindow alterations",,
"06/04/2026","Permit Issued","RBC2601561","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","4063 NORTON AVE, Oakland CA 94602","REPLACE 2 BEDROOM WINDOWS WITH RETROFIT VINYL WINDOWS.",,
"06/04/2026","Permit Issued","LBP2600098","(LBP) - Lead Based Paint (Building)","1414 10TH ST, Oakland CA","Full exterior of a single family building with presumed lead based paint . Scraping loose paint, minor repairs, priming and repainting exterior surfaces.",,
"06/04/2026","Permit Issued","RE2601387","(RE) - Electrical - 1 & 2 Unit Residential (Building)","3695 35TH AVE, Oakland CA 94619","125AMP SUB PANEL CHANGE OUT IN GARAGE, SUB FEED",,
"06/04/2026","Pending - Incomplete","BW26001727","(BW) - Building Worksheet (Building)","353 CRESTMONT DR, Oakland CA 94619","Add Half bath",,
"06/04/2026","Complete","BW26001712","(BW) - Building Worksheet (Building)","469 40TH ST, Oakland CA 94609","Revision to Building Permits B2600629 due to field conditions.  No change in construction valuation.",,
"06/04/2026",,"26TMP-027246","(BW) - Building Worksheet (Building)","2883 Brookdale AVE, Oakland CA 94602 United States","Legalize 2 unpermitted structures on the parcial as 2 ADUs",,
"06/04/2026","Final","CGS2601358","DOT - Curb Gutter Sidewalk Provisional Certificate","4086 LAGUNA AVE, Oakland CA 94602",,,
"06/04/2026","Permit Issued","CGS2601356","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","940 37TH ST, Oakland CA 94608",,,
"06/04/2026","Complete","BW26001713","(BW) - Building Worksheet (Building)","1950 FRANKLIN ST, Oakland CA 94612","T.I. - At existing commercial building on the 1st, 5th, 6th, 7th, and 8th floors, perform tenant improvements to a total of 48,867 square feet. The scope of work includes demolition of existing partition walls, ceilings, and MEP systems, followed by construction of a new VA Outpatient Clinic in accordance with the submitted construction drawing set. Separate mechanical, electrical, and plumbing permits required. No exterior work.",,
"06/04/2026","Complete","BW26001714","(BW) - Building Worksheet (Building)","2927 SEMINARY AVE, Oakland CA 94605","kitchen remodel and bathroom replace 12 windows to abate CE260 with SWO",,
"06/04/2026","On Hold","SE2600511","Solar Permit (For commercial projects, residential projects not eligible for SolarApp+, or owner/builder or contractor use)","4215 GREGORY ST, Oakland CA 94619","Removal and Reinstall of 30 existing solar panels. (No additional/new equipment will be installed) Please note that the removal and reinstallation is for reroofing purposes only. All equipment shall be reinstalled in the same manner as it was prior to removal.",,
"06/04/2026","Inspections - In Progress","SL2601099","(SL) - Sewer Lateral (OPW)","1125 54TH ST, Oakland CA 94608","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. An overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts: 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov. USA # 2026021001345000",,
"06/04/2026","Pending - Incomplete","BW26001731","(BW) - Building Worksheet (Building)","8019 GREENRIDGE DR, Oakland CA 94605","•	Address soft story condition of both buildings with two garages each (4 total). One building has a 5 feet height crawl space soft story behind the garage. Second building has a unit conversion soft story behind the garage. Entire ground levels of both buildings need to be strengthened. Back areas of the two buildings are different.•	Related seismic strengthening design, shearwalls, collectors and steel moment frames.•	Related localized foundation work.",,
"06/04/2026","Permit Issued","RE2601382","(RE) - Electrical - 1 & 2 Unit Residential (Building)","910 60TH ST, Oakland CA 94608","meter upgrade from 100A to 200A",,
"06/04/2026","Permit Issued","CGS2601351","DOT - Curb Gutter Sidewalk Exemption Certificate","6281 ASPINWALL RD, Oakland CA 94611",,,
"06/04/2026","Completed Cert Received","R2600705","(R) - ReRoof Certificate (Building)","4209 REINHARDT DR, Oakland CA 94619","We shall tear off the old roof down to the sheathing board, install new underlayment, new sheet metal roof accessories and new shingles.",,
"06/04/2026","Complete","BW26001720","(BW) - Building Worksheet (Building)","1049 55TH ST, Oakland CA 94608","Replace window like for likeReplace plaster on wall where window is with drywall Prime and paint walls and Paint floors",,
"06/04/2026","Inspections - In Progress","SL2601100","(SL) - Sewer Lateral (OPW)","0 ESTATES DR, Oakland CA 94603","Sewer Lateral and Excavation: Replacing the lateral from the building to the city main located on Wood Dr. Testing for compliance. This is a DUPLICATE permit as the first permit expired (SL2500813). There are inspections notes associated with the first permit that will help with this seconded permit.Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov. USA # 2025-0507-0515-000",,
"06/04/2026","Complete","BW26001725","(BW) - Building Worksheet (Building)","1087 AILEEN ST, Oakland CA 94608","1. REDO THE FRONT DECK SURFACE MATERIAL, ADD; WATERPROOFING MATERIAL ON THE FRONT BALCONY SURFACE.; 2. REPLACE ONE WOODEN STAIRCASE TREAD SURFACE MATERIAL ON THE REAR DECKING; 3. SHOW A DETAIL: IF THE DECK JOIST OF THE FRONT BALCONY; BECOMES ROTTEN, USE THE SISTER JOIST DETAIL",,
"06/04/2026","Pending - Incomplete","BW26001719","(BW) - Building Worksheet (Building)","1595 76TH AVE, Oakland CA 94621","The installed windows will be inspected. The water service entrance has been replaced—formerly galvanized, it is now copper. The concrete area was expanded and must be demolished; the space must be reconfigured to consist of 50% concrete and 50% green space (mulch). Additionally, the fencing must be lowered to a height of 42 inches.",,
"06/04/2026",,"26TMP-027098","(RP) Plumbing - 1 & 2 Unit Residential (Building)","2451 89TH AVE, Oakland CA 94605","Replace tank water heater 50 gallons",,
"06/04/2026","Permit Issued","CGS2601363","DOT - Curb Gutter Sidewalk Exemption Certificate","4827 TRINIDAD AVE, Oakland CA 94602",,,
"06/04/2026","Complete","BW26001726","(BW) - Building Worksheet (Building)","4611 SHATTUCK AVE, Oakland CA 94609","Voluntary seismic strengthening of the existing two-story single-family residence at 4611 Shattuck Avenue. Work is limited to structural strengthening at the existing storage level below the occupied residential floor. The scope includes installation of new plywood shear wall sheathing, anchor bolts, holdowns, shear clips, blocking, straps, and related framing/post/header reinforcement as shown on the structural plans. No exterior changes are proposed.The existing building is Type V wood-frame construction, R-3 occupancy, consisting of one story of residential occupancy over a storage level. The approximate area of work is the existing storage/foundation level, approximately 725 sq. ft. per the structural calculations.The applicant would like to apply for the City of Oakland’s $250 Permit Retrofit Fee Program for voluntary seismic strengthening.The structure was built before 1978; however, the proposed work is limited to unpainted interior/storage-level framing and foundation areas. No painted interior or exterior surfaces are proposed to be disturbed. If field conditions require disturbance of painted surfaces, the contractor shall follow applicable lead-safe work practices and obtain any required lead/paint permits or approvals.",,
"06/04/2026","Pending - Incomplete","BW26001729","(BW) - Building Worksheet (Building)","1000 22ND AVE, Oakland CA 94606","Replacing a single door within an existing opening to a larger door with panic hardware. No change to masonry",,
"06/04/2026","Permit Issued","M2600713","(M) - Mechanical - 3+ Residential Units or Commercial (Building)","300 LAKESIDE DR, Concord CA 94612 United States","Tenant improvement HVAC work including installation of forced convector units, associated ductwork, hydronic piping, controls, and air distribution devices per approved plans.",,
"06/04/2026",,"26TMP-025773","(BW) - Building Worksheet (Building)","0 foothill blvd, oakland CA 94605 United States","Site drainage and rough grading.",,
"06/04/2026","Complete","BW26001722","(BW) - Building Worksheet (Building)","6080 MARGARIDO DR, Oakland CA 94618","New scope of work: Replace 2 retrofit windows",,
"06/04/2026","Permit Issued","RE2601380","(RE) - Electrical - 1 & 2 Unit Residential (Building)","3860 GREENWOOD AVE, Oakland CA 94602","Main Panel Upgrade, 100A to 200A",,
"06/04/2026",,"26TMP-027207","(E) - Electrical - 3+ Residential Units or Commercial (Building)","466 CRESCENT ST, Oakland CA 94610","Installation of level 2 EV charger with load management device.",,
"06/04/2026","Permit Issued","RE2601388","(RE) - Electrical - 1 & 2 Unit Residential (Building)","4776 BELFAST AVE, Oakland CA 94619","removing all knob and tube wiring and replacing (via fishing) with Romex",,
"06/04/2026","Certificate Issued","R2600706","(R) - ReRoof Certificate (Building)","1004 MAGNOLIA ST, Oakland CA 94607","Tear off roof and install GAF Reflector Series shingles.",,
"06/04/2026","Intake-On Hold","RBC2601562","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","1316 94TH AVE, Oakland CA 94603","The window had been replace",,
"06/04/2026","Permit Issued","CGS2601362","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","3903 RUBY ST, Oakland CA 94609",,,
"06/04/2026","Pending - Incomplete","BW26001721","(BW) - Building Worksheet (Building)","311 OAK ST, UNIT PH5, OAKLAND CA 94607","Demolish existing non-structural accent wall in closet area. Construct new non-bearing wall. Install (2) new tempered vinyl windows, insulation, drywall, prehung door, and (3) new electrical outlets. Tape, texture, prime and paint new wall area. Replace existing sliding door.",,
"06/04/2026","Permit Issued","RE2601386","(RE) - Electrical - 1 & 2 Unit Residential (Building)","5707 SCARBOROUGH DR, Oakland CA 94611","2,148 sq. ft. single-family dwelling. Existing 100A service is being upgraded to 200A to support existing electrical loads  Scope includes replacement of meter-main panel, service conductors, grounding and bonding upgrades, circuit identification, testing, final inspection approval, and PG&E disconnect/reconnect coordination.",,
"06/04/2026","Permit Issued","RE2601389","(RE) - Electrical - 1 & 2 Unit Residential (Building)","851 ALMA PL, Oakland CA 94610","-Sub-Panel Replacement -New Service Wire Rated at 100A-Hardwires Smoke Alarms -New Recess Lights in Living-Room-New 120v Circuit and New Wiring for Front and Back Receptacle Outlets -New 120v Circuit and New Wiring for 6 Existing Receptacle Outlets in Living Room -New 120v Circuit and New Wiring for 3 Existing Receptacle Outlets in Dinning Room-6 New 120v Circuit for Kitchen and New wiring for Exiting Counter Tops Outlets -New 240v Circuit for Oven -New 120v Circuit and New Wiring for 2 Existing Receptacle Outlets in Back Bedroom-New 120v Circuit for Lower and Upper Bathroom GFCI-New 120v Circuit and New Wiring for 4 Existing Receptacle Outlets in Family Room/Tv Room-New 120v Circuit and New Wiring for 5 Existing Receptacle Outlets in Bedroom 2-New 120v Circuit and New Wiring for 5 Existing Receptacle Outlets in Bedroom 3-New 120v Circuit and New Wiring for 5 Existing Receptacle Outlets in Bedroom 4-New Wiring for 2 Existing Receptacle Outlet in Hallway-New 120v Circuit and New Wiring for 6 Existing Receptacle Outlets in Primary Bedroom-New 120v Circuit for Dryer-New 120v Circuit for Washer -2 New 120v Circuit for Lighting -New Wiring for Existing Wall Switches and Ceiling Lights in the Following Locations:Entry, Porch, Living Room, Kitchen, Hallway, Exterior Light and Wall Switch, Lower and Upper Stairway, Dinning Room, Family Room, Bathroom, Bedrooms, Closets, Laundry and Smaller Bedroom",,
"06/04/2026","Final","RP2600744","(RP) Plumbing - 1 & 2 Unit Residential (Building)","3814 LINCOLN AVE, Oakland CA 94602","water main line replacement, hot and cold water lines repiping for 2 bathrooms, one kitchen, one cloth washer, and water heater, includes remove and replace all existing galvanized pipes and install new copper pipes for hot and cold water lines.",,
"06/04/2026","Inspections - In Progress","SL2601101","(SL) - Sewer Lateral (OPW)","3228 PRENTISS ST, Oakland CA 94601","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov.",,
"06/04/2026","Permit Issued","CGS2601357","DOT - Curb Gutter Sidewalk Provisional Certificate","6677 BRANN ST, Oakland CA 94605",,,
"06/04/2026","Ready to Issue - Fee Due","SL2601098","(SL) - Sewer Lateral (OPW)","2258 E 17TH ST, Oakland CA 94606","Roto-Rooter will perform a pipe burst approx. 150ft from cleanout to city main under concrete. To start we will dig 3 pits, 1 at cleanout approx. 1.5ft inn depth. Second pit 48ft downstream, and third pit in the street at city main. Once the working area is prepared Roto-Rooter will begin the pipe burst feeding 4' HDPE SDR 17 pipe dismantling the current clay pipe leaving it in the ground as the new pipe takes its place.",,
"06/04/2026","Certificate Issued","R2600702","(R) - ReRoof Certificate (Building)","5408 LAWTON AVE, Oakland CA 94618","Install Owens Corning TruDefinition® DURATION® COOL SHINGLES 22 SQ",,
"06/04/2026","Certificate Issued","R2600701","(R) - ReRoof Certificate (Building)","3370 BRUNELL DR, Oakland CA 94602","Install Owens Corning TruDefinition® Duration® COOL  shingles  17 SQ",,
"06/04/2026","Pending - Incomplete","BW26001724","(BW) - Building Worksheet (Building)","3300 KEMPTON AVE, Oakland CA 94611","Deck repairs like for like",,
"06/04/2026","Pending - Incomplete","BW26001734","(BW) - Building Worksheet (Building)","1158 INTERNATIONAL BLVD, Oakland CA 94606","build a metal workshop at vacant lot",,
"06/04/2026","Complete","BW26001730","(BW) - Building Worksheet (Building)","6456 HILLEGASS AVE, Oakland CA 94618","1. Demolish carport/storage room and remove windows as indicated on plans, 2. First floor 72 sf. addition consisting of garage under new 258 sf. second floor addition containing a bedroom, bath, and uncovered 118 sf. terrace deck, 3. New bay window projection, wood windows, entry door awnings, and cedar shingle siding., 4. Misc interior alterations to include kitchen and bath remodels.",,
"06/04/2026","Permit Issued","RE2601383","(RE) - Electrical - 1 & 2 Unit Residential (Building)","182 7TH ST, Oakland CA 94607","upgrade 200A main",,
"06/04/2026","Final","RM2600714","(RM) - Mechanical - 1 & 2 Unit Residential (Building)","9931 DANTE AVE, Oakland CA 94603","REPLACE REMOVE EXISTING FAU WITH 40,000 BTU FURNACE , WILL RELOCATE FURNACE TO ATTIC  SPACE.",,
"06/04/2026","Void","X2600426","DOT - Excavation (X)","5813 AVENAL AVE, Oakland CA 94605","Encroach approximately 20 feet through sidewalk and street to open trench for emergency sewer lateral replacement. Trench will be 20Lx3'Wx5'D from property line to the street. Traffic control will be provided. Backfill and restore to code.",,
"06/04/2026","Permit Issued","CGS2601360","DOT - Curb Gutter Sidewalk Provisional Certificate","857 PARAMOUNT RD, Oakland CA 94610",,,
"06/04/2026","Permit Issued","LBP2600100","(LBP) - Lead Based Paint (Building)","241 29TH ST, Oakland CA 94611","remove lead containing stucco from exterior of building",,
"06/04/2026","Certificate Issued","R2600704","(R) - ReRoof Certificate (Building)","2001 DRAKE DR, Oakland CA 94611","Remove current roof and install a new CertainTeed Landmark Solaris PRO Cool Roof",,
"06/04/2026","Permit Issued","RE2601384","(RE) - Electrical - 1 & 2 Unit Residential (Building)","2939 57TH AVE, Oakland CA 94605","100-200 AMP MAIN PANEL UPGRADE OVERHEAD, TO BE LOCATED ON EXTERIOR RIGHT SIDE OF HOME (TO MEET GREENBOOK CLEARENCES)FULL HOUSE REWIRE125 FEEDER LINE INSTALLATION50 AMP SUBPANEL REPLACEMENT, TO BE LOCATED ON INTERIOR WALL OF GARAGE 125 AMP SUBPANEL REPLACEMENT, TO BE LOCATED ON INTERIOR WALL HOME",,
"06/04/2026","Permit Issued","CGS2601355","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","965 ARLINGTON AVE, Oakland CA 94608",,,
"06/04/2026","Intake-On Hold","RBC2601555","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","1493 76TH AVE, Oakland CA 94621","Legalization of previously completed window replacement work. No structural changes proposed",,
"06/04/2026","Certificate Issued","R2600703","(R) - ReRoof Certificate (Building)","6916 SHEPHERD CANYON RD, Oakland CA 94611","20 squares shingle re-roof color: Amber CRRC: 0890-0009",,
"06/04/2026","Assigned","BW26001716","(BW) - Building Worksheet (Building)","155 GRAND AVE, 702, Oakland CA 94612","COMMERCIAL TENANT IMPROVEMENT PROJECT. EXPANSION OF AN EXISTING OCCUPIED SUITE. SCOPE INDCLUDES SELECTIVE DEMOLITION AND CONSTRUCTION OF NON-STRUCTURALPARTITIONS, CEILINGS, DOORS, AND FINISHES.NO CHANGE IN OCCUPANCY, USE, OR FLOOR AREA.NO STRUCTURAL WORK.",,
"06/04/2026","Complete","BW26001732","(BW) - Building Worksheet (Building)","6109 HILLMONT DR, Oakland CA 94605","Storage Shed in the rear yard of 6109 Hillmont Drive. Single story storage shed maximum height 14'-9"" measuring 20' x 30' approximately 581 sq ft. Conc foundation with wood framing.",,
"06/04/2026","Final","E2601377","(E) - Electrical - 3+ Residential Units or Commercial (Building)","1428 MADISON ST, Oakland CA 94612","REPLACE EXISTING DISCONECT 100A 240V 3-PH WITH FUSE 80A 250V",,
"06/04/2026","Certificate Issued","R2600700","(R) - ReRoof Certificate (Building)","4208 LINCOLN AVE, Oakland CA 94602","Remove current roof and install a new Presidential Solaris Cool Roof",,
"06/04/2026","Permit Issued","SEA2600512","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","188 BEECHWOOD DR, Oakland CA 94618","10 Q.PEAK DUO BLK ML-G10.C+ 410 solar modules1 1707000-XX-Y {11.5kW} inverter1 1707000-XX-Y {11.5kW} ESSNew Busbar count - 1System Size: 4.1 kW DC (11.5 kW AC)",,
"06/04/2026","Certificate Issued","R2600699","(R) - ReRoof Certificate (Building)","2900 SHEFFIELD AVE, Oakland CA 94602","Tear off roof and install Landmark PRO Solaris shingles.",,
"06/04/2026","Pending - Incomplete","BW26001733","(BW) - Building Worksheet (Building)","1129 82ND AVE, Oakland CA 94621","REMODEL (EXISTING) GARAGE 530 SQFT INTO ADU 1 BEDROOM, 1 BATHROOM, KITCHEN, LIVING ROOM, DINING ROOM, LAUNDRY. BUILDING IS (EXISTING )WORK IS ALL NON-BEARING PERSPECTIVE.At the rear of existing triplex convert 530sf garage into a 1bed/1bath ADU.  To be addressed as 1135 82nd Ave.",,
"06/04/2026","Permit Issued","SEA2600513","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","9430 CORAL RD, Oakland CA 94603","3.6 KW DC (8) Panels Roof Mount PV system with (1) ESS and (1) Expansion Pack, New 225A Backup Loads Panel.6-30-26   System size changed to 4.5 kw DC with (10) modules.  Expansion Pack and Backup Loads Panel will not be installed",,
"06/04/2026","In Review","X2600428","DOT - Excavation (X)","3910 39TH AVE, Oakland CA 94619","PG&E PM 35724038- PG&E to replace OH service and OH transformer.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. Schedule INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/04/2026","In Review","X2600427","DOT - Excavation (X)","1346 EL CENTRO AVE, Oakland CA 94602","PG&E PM 35721954-PG&E to replace joint pole, OH services, install OH transformers, secondary breakers and trim/remove vegetation.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. Schedule INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/04/2026","Permit Issued","RBC2601560","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","10019 LONGFELLOW AVE, Oakland CA 94603","At existing SFD expand bathroom into bedroom 1 closet, reconfigure bathroom layout, build new closet in bedroom 1, and replace bathroom window.  Includes lead-based paint abatement.  Includes all related MEP. - DRX260590",,
"06/04/2026","On Hold","GR2600066","Grading (Private)","1809 MANZANITA DR, OAKLAND CA 94611","Grading permit for new construction single family residential on 1809 Manzanita Dr. Related to RBC2503363",,
"06/04/2026","Permit Issued","CGS2601361","DOT - Curb Gutter Sidewalk Repair","3720 MIDVALE AVE, Oakland CA 94602","NOTE: ***BEFORE any work in Right of Way, please schedule your inspection via http://oaklanddot.com/cgs/projects/search.html forty-eight hours in advance. Applicant is subject to fine if work is started WITHOUT scheduling a pre-inspection*** Repair sidewalk to City Standards (maximum 2%). If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five day prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten day prior notice required for work lasting six days or more in all districts. USA #",,
"06/04/2026","Permit Issued","RBC2601559","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","659 SANTA RAY AVE, Oakland CA 94610","At single-family dwelling, voluntary foundation retrofit.  (adding piers and replacing one side of the foundation.)",,
"06/04/2026","In Review","X2600425","DOT - Excavation (X)","825 44TH ST, Oakland CA 94608","PG&E PM 35716709-PG&E to replace OH service, remove head guy, install messenger guy, anchor and trim/remove vegetation. Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. Schedule INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/04/2026","Permit Expired","OB2600675","Obstruction","5335 LOCKSLEY AVE, Oakland CA 94618","Reserve # NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed. No-parking signs picked up by applicant after payment, 4TH FLOOR. To Have Illegally Parked Vehicle Ticketed Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For Towed Vehicle: Call 510-238-3021.",,
"06/04/2026","Ready to Issue - Fee Due","X2600424","DOT - Excavation (X)","380 61ST ST, Oakland CA 94618","PG&E PM 35724100-PG&E to replace OH service and install messenger guy.  PG&E to trim/remove vegetation.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. Schedule INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/04/2026","Permit Expired","OB2600674","Obstruction","6469 BENVENUE AVE, Oakland CA 94618","Reserve # METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed. No-parking signs picked up by applicant after payment, 4TH FLOOR. To Have Illegally Parked Vehicle Ticketed Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For Towed Vehicle: Call 510-238-3021.",,
"06/04/2026","Review - In Progress","E2601385","(E) - Electrical - 3+ Residential Units or Commercial (Building)","285 LEE ST, Oakland CA 94610","EVCS Level 2. THE INSTALLATION OF TWO (2) EVERCHARGE EV0002 48A CTEP EV CHARGERS (“EVSE”) TO BE ASSIGNED TO RESIDENT AND/OR STAFF EV DRIVERS IN ASSIGNED PARKING AREAS WITHIN AN UNDERGROUND PARKING LOT.",,
"06/04/2026","Plan Routing - Completed","B2601558","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","459 8TH ST, Oakland CA 94607","TI - At existing restaurant, create new counter and soffit to make new POS area. Door and partition wall changes. Separate MEPs required. No exterior work.",,
